investor_id,sip_count,avg_gap,status
INV000339,6.0,94.0,at-risk
INV000341,8.0,54.42857142857143,at-risk
INV000356,6.0,54.4,at-risk
INV000359,9.0,54.125,at-risk
INV000363,7.0,77.0,at-risk
INV000369,6.0,43.8,at-risk
INV000371,8.0,59.285714285714285,at-risk
INV000372,7.0,54.5,at-risk
INV000380,6.0,97.0,at-risk
INV000388,9.0,53.625,at-risk
INV000392,7.0,77.16666666666667,at-risk
INV000395,7.0,55.666666666666664,at-risk
INV000396,6.0,83.2,at-risk
INV000399,10.0,49.55555555555556,at-risk
INV000400,6.0,62.6,at-risk
INV000403,6.0,58.2,at-risk
INV000407,6.0,82.4,at-risk
INV000408,6.0,46.8,at-risk
INV000412,8.0,43.714285714285715,at-risk
INV000414,8.0,66.28571428571429,at-risk
INV000415,7.0,66.16666666666667,at-risk
INV000418,6.0,86.8,at-risk
INV000427,7.0,68.5,at-risk
INV000428,8.0,52.142857142857146,at-risk
INV000429,6.0,77.2,at-risk
INV000437,6.0,97.8,at-risk
INV000440,8.0,69.57142857142857,at-risk
INV000441,6.0,60.8,at-risk
INV000444,6.0,73.2,at-risk
INV000445,9.0,57.75,at-risk
INV000446,6.0,38.6,at-risk
INV000449,6.0,46.8,at-risk
INV000452,9.0,49.375,at-risk
INV000457,6.0,91.4,at-risk
INV000460,6.0,43.4,at-risk
INV000463,7.0,65.16666666666667,at-risk
INV000466,7.0,73.33333333333333,at-risk
INV000467,10.0,56.666666666666664,at-risk
INV000469,7.0,70.5,at-risk
INV000483,8.0,70.42857142857143,at-risk
INV000491,6.0,95.0,at-risk
INV000493,10.0,47.55555555555556,at-risk
INV000497,7.0,71.83333333333333,at-risk
INV000499,7.0,77.83333333333333,at-risk
INV000507,7.0,70.16666666666667,at-risk
INV000512,9.0,54.75,at-risk
INV000522,6.0,100.8,at-risk
INV000524,7.0,55.0,at-risk
INV000527,6.0,50.8,at-risk
INV000529,6.0,59.2,at-risk
INV000531,7.0,47.0,at-risk
INV000539,7.0,77.0,at-risk
INV000540,7.0,73.5,at-risk
INV000543,7.0,83.66666666666667,at-risk
INV000545,6.0,80.6,at-risk
INV000546,9.0,55.0,at-risk
INV000547,6.0,55.8,at-risk
INV000549,6.0,96.2,at-risk
INV000553,6.0,72.0,at-risk
INV000554,6.0,70.2,at-risk
INV000556,8.0,52.42857142857143,at-risk
INV000562,6.0,74.4,at-risk
INV000563,7.0,76.33333333333333,at-risk
INV000566,7.0,35.0,healthy
INV000567,6.0,63.8,at-risk
INV000568,6.0,62.4,at-risk
INV000570,8.0,67.28571428571429,at-risk
INV000573,7.0,50.833333333333336,at-risk
INV000575,6.0,71.6,at-risk
INV000578,7.0,66.83333333333333,at-risk
INV000581,7.0,78.33333333333333,at-risk
INV000586,7.0,44.5,at-risk
INV000589,9.0,59.125,at-risk
INV000591,7.0,64.5,at-risk
INV000593,6.0,74.2,at-risk
INV000596,9.0,51.75,at-risk
INV000597,6.0,88.6,at-risk
INV000599,7.0,81.5,at-risk
INV000607,7.0,66.66666666666667,at-risk
INV000608,6.0,100.2,at-risk
INV000609,6.0,47.0,at-risk
INV000612,11.0,49.3,at-risk
INV000615,7.0,55.833333333333336,at-risk
INV000624,7.0,31.666666666666668,healthy
INV000625,6.0,86.4,at-risk
INV000630,7.0,68.66666666666667,at-risk
INV000631,6.0,54.0,at-risk
INV000634,9.0,52.25,at-risk
INV000635,6.0,75.0,at-risk
INV000641,6.0,54.8,at-risk
INV000642,9.0,53.5,at-risk
INV000645,6.0,66.0,at-risk
INV000646,7.0,62.333333333333336,at-risk
INV000651,6.0,94.0,at-risk
INV000652,6.0,93.8,at-risk
INV000657,8.0,64.71428571428571,at-risk
INV000662,8.0,66.14285714285714,at-risk
INV000663,6.0,94.4,at-risk
INV000665,10.0,36.22222222222222,at-risk
INV000667,6.0,68.0,at-risk
INV000673,6.0,92.8,at-risk
INV000675,6.0,62.8,at-risk
INV000676,11.0,35.3,at-risk
INV000678,7.0,63.333333333333336,at-risk
INV000683,9.0,54.5,at-risk
INV000690,8.0,56.285714285714285,at-risk
INV000691,6.0,66.4,at-risk
INV000698,9.0,52.25,at-risk
INV000699,6.0,42.8,at-risk
INV000701,7.0,83.66666666666667,at-risk
INV000707,9.0,34.375,healthy
INV000709,7.0,65.16666666666667,at-risk
INV000710,6.0,88.6,at-risk
INV000714,9.0,37.0,at-risk
INV000718,7.0,57.833333333333336,at-risk
INV000719,7.0,72.83333333333333,at-risk
INV000724,6.0,81.2,at-risk
INV000725,7.0,67.66666666666667,at-risk
INV000734,8.0,64.0,at-risk
INV000737,6.0,92.6,at-risk
INV000747,6.0,84.6,at-risk
INV000750,9.0,26.5,healthy
INV000751,9.0,53.0,at-risk
INV000754,7.0,72.33333333333333,at-risk
INV000759,7.0,83.0,at-risk
INV000761,7.0,75.16666666666667,at-risk
INV000768,8.0,60.0,at-risk
INV000772,6.0,46.0,at-risk
INV000774,7.0,73.66666666666667,at-risk
INV000776,8.0,59.42857142857143,at-risk
INV000777,6.0,66.0,at-risk
INV000778,8.0,59.714285714285715,at-risk
INV000779,6.0,75.0,at-risk
INV000783,6.0,89.8,at-risk
INV000785,6.0,32.6,healthy
INV000786,9.0,64.125,at-risk
INV000789,8.0,55.142857142857146,at-risk
INV000793,8.0,69.14285714285714,at-risk
INV000803,7.0,77.16666666666667,at-risk
INV000814,6.0,94.0,at-risk
INV000822,7.0,55.5,at-risk
INV000823,7.0,39.666666666666664,at-risk
INV000827,8.0,58.285714285714285,at-risk
INV000830,6.0,72.2,at-risk
INV000833,8.0,67.28571428571429,at-risk
INV000836,6.0,84.8,at-risk
INV000843,6.0,55.6,at-risk
INV000844,7.0,66.16666666666667,at-risk
INV000847,6.0,47.8,at-risk
INV000853,10.0,49.333333333333336,at-risk
INV000854,9.0,61.25,at-risk
INV000858,9.0,44.875,at-risk
INV000862,6.0,91.2,at-risk
INV000864,6.0,40.8,at-risk
INV000865,9.0,45.75,at-risk
INV000869,6.0,65.4,at-risk
INV000873,7.0,73.5,at-risk
INV000874,9.0,62.125,at-risk
INV000877,6.0,59.4,at-risk
INV000881,10.0,46.111111111111114,at-risk
INV000887,7.0,65.66666666666667,at-risk
INV000888,7.0,80.33333333333333,at-risk
INV000893,7.0,59.5,at-risk
INV000894,6.0,55.0,at-risk
INV000901,6.0,54.0,at-risk
INV000907,6.0,59.2,at-risk
INV000920,6.0,75.6,at-risk
INV000926,6.0,80.0,at-risk
INV000929,7.0,58.166666666666664,at-risk
INV000930,8.0,32.42857142857143,healthy
INV000935,9.0,30.875,healthy
INV000939,8.0,60.57142857142857,at-risk
INV000942,7.0,53.0,at-risk
INV000949,7.0,67.5,at-risk
INV000950,6.0,91.0,at-risk
INV000971,7.0,46.833333333333336,at-risk
INV000974,7.0,73.5,at-risk
INV000977,10.0,48.77777777777778,at-risk
INV000979,6.0,79.8,at-risk
INV000980,8.0,44.42857142857143,at-risk
INV000981,6.0,50.4,at-risk
INV000986,7.0,60.833333333333336,at-risk
INV000994,6.0,63.8,at-risk
INV001001,8.0,60.285714285714285,at-risk
INV001002,7.0,41.666666666666664,at-risk
INV001005,6.0,93.6,at-risk
INV001008,7.0,64.66666666666667,at-risk
INV001013,6.0,96.8,at-risk
INV001017,6.0,67.0,at-risk
INV001019,9.0,44.875,at-risk
INV001021,7.0,68.66666666666667,at-risk
INV001023,8.0,72.42857142857143,at-risk
INV001025,6.0,38.8,at-risk
INV001026,6.0,69.4,at-risk
INV001037,10.0,42.0,at-risk
INV001039,6.0,66.2,at-risk
INV001041,7.0,83.0,at-risk
INV001047,7.0,66.16666666666667,at-risk
INV001048,8.0,47.0,at-risk
INV001051,8.0,54.142857142857146,at-risk
INV001053,8.0,55.857142857142854,at-risk
INV001055,6.0,93.2,at-risk
INV001060,9.0,53.375,at-risk
INV001061,9.0,51.125,at-risk
INV001063,8.0,43.285714285714285,at-risk
INV001064,9.0,59.5,at-risk
INV001069,8.0,41.285714285714285,at-risk
INV001070,6.0,97.0,at-risk
INV001092,7.0,77.33333333333333,at-risk
INV001099,8.0,26.142857142857142,healthy
INV001102,7.0,55.333333333333336,at-risk
INV001115,6.0,81.4,at-risk
INV001116,9.0,58.125,at-risk
INV001117,8.0,61.714285714285715,at-risk
INV001130,7.0,76.83333333333333,at-risk
INV001137,7.0,57.0,at-risk
INV001140,6.0,60.4,at-risk
INV001141,6.0,97.6,at-risk
INV001142,7.0,42.833333333333336,at-risk
INV001156,6.0,102.4,at-risk
INV001160,8.0,57.57142857142857,at-risk
INV001161,6.0,80.6,at-risk
INV001163,7.0,67.33333333333333,at-risk
INV001167,6.0,96.2,at-risk
INV001170,6.0,68.2,at-risk
INV001173,6.0,67.0,at-risk
INV001178,7.0,79.66666666666667,at-risk
INV001180,6.0,74.4,at-risk
INV001181,8.0,67.42857142857143,at-risk
INV001190,6.0,97.0,at-risk
INV001195,8.0,53.42857142857143,at-risk
INV001196,6.0,92.2,at-risk
INV001202,8.0,58.0,at-risk
INV001206,6.0,83.6,at-risk
INV001208,7.0,51.833333333333336,at-risk
INV001210,9.0,36.875,at-risk
INV001217,8.0,60.142857142857146,at-risk
INV001219,8.0,50.857142857142854,at-risk
INV001220,7.0,77.16666666666667,at-risk
INV001223,7.0,70.83333333333333,at-risk
INV001234,8.0,60.57142857142857,at-risk
INV001235,9.0,59.0,at-risk
INV001237,6.0,98.0,at-risk
INV001238,7.0,68.5,at-risk
INV001242,6.0,69.8,at-risk
INV001251,6.0,82.0,at-risk
INV001262,7.0,44.833333333333336,at-risk
INV001274,7.0,73.33333333333333,at-risk
INV001275,7.0,66.66666666666667,at-risk
INV001282,6.0,67.0,at-risk
INV001287,6.0,92.2,at-risk
INV001288,7.0,45.666666666666664,at-risk
INV001291,6.0,76.2,at-risk
INV001295,9.0,50.75,at-risk
INV001298,7.0,71.83333333333333,at-risk
INV001299,9.0,51.25,at-risk
INV001304,6.0,97.6,at-risk
INV001308,9.0,54.625,at-risk
INV001310,6.0,81.2,at-risk
INV001314,10.0,50.44444444444444,at-risk
INV001315,7.0,51.833333333333336,at-risk
INV001316,6.0,92.4,at-risk
INV001317,6.0,84.8,at-risk
INV001318,10.0,46.22222222222222,at-risk
INV001326,8.0,69.42857142857143,at-risk
INV001329,6.0,68.2,at-risk
INV001331,6.0,94.2,at-risk
INV001332,7.0,80.0,at-risk
INV001333,7.0,78.66666666666667,at-risk
INV001336,8.0,65.85714285714286,at-risk
INV001348,7.0,47.833333333333336,at-risk
INV001351,7.0,70.5,at-risk
INV001355,6.0,60.2,at-risk
INV001356,6.0,79.2,at-risk
INV001359,7.0,72.5,at-risk
INV001361,7.0,50.5,at-risk
INV001367,6.0,99.0,at-risk
INV001375,7.0,78.5,at-risk
INV001376,7.0,78.66666666666667,at-risk
INV001383,8.0,56.142857142857146,at-risk
INV001387,9.0,57.25,at-risk
INV001394,8.0,63.57142857142857,at-risk
INV001400,6.0,76.8,at-risk
INV001401,6.0,68.6,at-risk
INV001406,10.0,47.666666666666664,at-risk
INV001407,6.0,45.2,at-risk
INV001415,8.0,68.14285714285714,at-risk
INV001418,6.0,88.6,at-risk
INV001419,6.0,85.8,at-risk
INV001423,8.0,48.57142857142857,at-risk
INV001428,6.0,79.4,at-risk
INV001432,6.0,71.4,at-risk
INV001434,6.0,80.6,at-risk
INV001442,9.0,57.125,at-risk
INV001454,7.0,73.0,at-risk
INV001455,8.0,64.71428571428571,at-risk
INV001457,6.0,43.8,at-risk
INV001458,7.0,59.833333333333336,at-risk
INV001466,6.0,44.6,at-risk
INV001472,6.0,79.0,at-risk
INV001482,6.0,80.6,at-risk
INV001485,9.0,55.0,at-risk
INV001491,6.0,98.8,at-risk
INV001497,9.0,63.0,at-risk
INV001504,9.0,54.25,at-risk
INV001507,6.0,86.2,at-risk
INV001510,7.0,66.83333333333333,at-risk
INV001514,7.0,51.833333333333336,at-risk
INV001516,6.0,56.8,at-risk
INV001526,6.0,50.4,at-risk
INV001530,7.0,64.66666666666667,at-risk
INV001532,7.0,56.833333333333336,at-risk
INV001536,7.0,69.0,at-risk
INV001545,6.0,92.8,at-risk
INV001547,7.0,72.16666666666667,at-risk
INV001548,6.0,80.6,at-risk
INV001550,7.0,79.0,at-risk
INV001551,6.0,61.8,at-risk
INV001562,10.0,44.22222222222222,at-risk
INV001564,8.0,55.714285714285715,at-risk
INV001569,6.0,83.4,at-risk
INV001579,7.0,75.0,at-risk
INV001580,7.0,45.666666666666664,at-risk
INV001585,6.0,56.6,at-risk
INV001587,7.0,65.0,at-risk
INV001597,7.0,56.0,at-risk
INV001599,6.0,58.2,at-risk
INV001602,6.0,93.8,at-risk
INV001603,7.0,54.5,at-risk
INV001605,8.0,60.57142857142857,at-risk
INV001606,7.0,67.66666666666667,at-risk
INV001616,9.0,53.0,at-risk
INV001623,6.0,92.0,at-risk
INV001625,6.0,72.0,at-risk
INV001628,8.0,51.714285714285715,at-risk
INV001629,7.0,67.5,at-risk
INV001631,6.0,57.0,at-risk
INV001636,9.0,48.875,at-risk
INV001641,6.0,88.4,at-risk
INV001644,6.0,65.6,at-risk
INV001645,6.0,67.6,at-risk
INV001649,10.0,51.666666666666664,at-risk
INV001651,7.0,78.66666666666667,at-risk
INV001653,6.0,55.2,at-risk
INV001654,7.0,56.0,at-risk
INV001656,8.0,59.857142857142854,at-risk
INV001662,6.0,60.2,at-risk
INV001672,9.0,34.0,healthy
INV001673,11.0,49.3,at-risk
INV001680,9.0,58.875,at-risk
INV001683,7.0,72.5,at-risk
INV001689,6.0,83.6,at-risk
INV001690,7.0,81.16666666666667,at-risk
INV001691,6.0,82.0,at-risk
INV001694,8.0,66.14285714285714,at-risk
INV001697,9.0,62.5,at-risk
INV001699,6.0,83.2,at-risk
INV001709,6.0,51.8,at-risk
INV001711,7.0,65.83333333333333,at-risk
INV001712,6.0,66.6,at-risk
INV001715,8.0,68.28571428571429,at-risk
INV001718,6.0,84.0,at-risk
INV001724,7.0,69.66666666666667,at-risk
INV001728,8.0,50.57142857142857,at-risk
INV001737,7.0,56.833333333333336,at-risk
INV001738,9.0,47.5,at-risk
INV001739,9.0,52.5,at-risk
INV001741,6.0,89.4,at-risk
INV001744,7.0,78.5,at-risk
INV001752,7.0,69.33333333333333,at-risk
INV001753,11.0,42.8,at-risk
INV001757,8.0,55.57142857142857,at-risk
INV001759,10.0,49.55555555555556,at-risk
INV001769,6.0,98.0,at-risk
INV001772,6.0,95.0,at-risk
INV001775,8.0,29.142857142857142,healthy
INV001777,9.0,57.625,at-risk
INV001778,8.0,63.57142857142857,at-risk
INV001797,7.0,79.66666666666667,at-risk
INV001800,7.0,49.666666666666664,at-risk
INV001802,7.0,61.666666666666664,at-risk
INV001803,6.0,59.0,at-risk
INV001804,8.0,55.857142857142854,at-risk
INV001806,8.0,60.0,at-risk
INV001809,6.0,95.6,at-risk
INV001811,9.0,54.25,at-risk
INV001822,6.0,19.8,healthy
INV001823,8.0,58.142857142857146,at-risk
INV001826,6.0,51.2,at-risk
INV001828,8.0,44.42857142857143,at-risk
INV001831,6.0,72.8,at-risk
INV001837,7.0,62.833333333333336,at-risk
INV001841,6.0,56.2,at-risk
INV001853,8.0,47.42857142857143,at-risk
INV001858,8.0,55.142857142857146,at-risk
INV001865,7.0,63.5,at-risk
INV001866,6.0,58.8,at-risk
INV001870,7.0,76.0,at-risk
INV001871,7.0,55.0,at-risk
INV001883,6.0,99.2,at-risk
INV001885,6.0,71.2,at-risk
INV001886,9.0,50.75,at-risk
INV001890,6.0,102.6,at-risk
INV001891,6.0,96.4,at-risk
INV001909,8.0,62.142857142857146,at-risk
INV001912,6.0,86.4,at-risk
INV001920,7.0,39.0,at-risk
INV001921,8.0,68.57142857142857,at-risk
INV001923,7.0,80.66666666666667,at-risk
INV001924,7.0,59.166666666666664,at-risk
INV001927,6.0,58.8,at-risk
INV001929,6.0,66.2,at-risk
INV001937,8.0,60.42857142857143,at-risk
INV001938,9.0,43.0,at-risk
INV001943,6.0,74.4,at-risk
INV001950,7.0,60.166666666666664,at-risk
INV001951,7.0,58.833333333333336,at-risk
INV001954,6.0,86.8,at-risk
INV001955,6.0,76.0,at-risk
INV001961,6.0,83.4,at-risk
INV001969,6.0,79.2,at-risk
INV001971,8.0,54.714285714285715,at-risk
INV001972,8.0,42.42857142857143,at-risk
INV001978,6.0,83.2,at-risk
INV001979,6.0,55.4,at-risk
INV001982,6.0,85.8,at-risk
INV001986,7.0,47.666666666666664,at-risk
INV001987,7.0,67.0,at-risk
INV001990,8.0,45.285714285714285,at-risk
INV001993,6.0,56.6,at-risk
INV001995,6.0,48.6,at-risk
INV001997,6.0,88.6,at-risk
INV002001,6.0,84.8,at-risk
INV002006,6.0,73.6,at-risk
INV002010,6.0,74.6,at-risk
INV002017,7.0,44.666666666666664,at-risk
INV002018,6.0,63.6,at-risk
INV002019,6.0,68.8,at-risk
INV002025,7.0,55.833333333333336,at-risk
INV002033,7.0,55.0,at-risk
INV002034,8.0,69.0,at-risk
INV002037,6.0,33.2,healthy
INV002038,6.0,84.0,at-risk
INV002051,6.0,78.6,at-risk
INV002052,7.0,44.166666666666664,at-risk
INV002069,10.0,47.55555555555556,at-risk
INV002070,7.0,81.33333333333333,at-risk
INV002083,10.0,51.666666666666664,at-risk
INV002085,6.0,65.0,at-risk
INV002090,6.0,90.2,at-risk
INV002092,7.0,33.5,healthy
INV002101,6.0,80.2,at-risk
INV002102,6.0,44.8,at-risk
INV002107,8.0,71.14285714285714,at-risk
INV002111,8.0,62.42857142857143,at-risk
INV002119,6.0,78.0,at-risk
INV002121,7.0,68.5,at-risk
INV002122,7.0,40.333333333333336,at-risk
INV002127,6.0,60.2,at-risk
INV002134,7.0,82.66666666666667,at-risk
INV002138,6.0,91.8,at-risk
INV002142,9.0,45.5,at-risk
INV002143,8.0,63.57142857142857,at-risk
INV002149,8.0,42.285714285714285,at-risk
INV002150,6.0,73.6,at-risk
INV002151,9.0,60.375,at-risk
INV002153,7.0,67.83333333333333,at-risk
INV002154,6.0,89.4,at-risk
INV002155,6.0,78.0,at-risk
INV002157,7.0,58.5,at-risk
INV002159,6.0,65.0,at-risk
INV002162,9.0,58.375,at-risk
INV002166,6.0,99.2,at-risk
INV002171,7.0,55.833333333333336,at-risk
INV002177,7.0,73.0,at-risk
INV002178,8.0,66.42857142857143,at-risk
INV002179,8.0,54.142857142857146,at-risk
INV002182,7.0,70.5,at-risk
INV002185,6.0,48.4,at-risk
INV002186,7.0,74.83333333333333,at-risk
INV002187,7.0,67.83333333333333,at-risk
INV002195,9.0,49.25,at-risk
INV002196,8.0,62.142857142857146,at-risk
INV002198,9.0,43.0,at-risk
INV002199,7.0,50.833333333333336,at-risk
INV002202,8.0,70.42857142857143,at-risk
INV002206,7.0,49.0,at-risk
INV002208,7.0,71.33333333333333,at-risk
INV002211,7.0,63.833333333333336,at-risk
INV002216,8.0,61.714285714285715,at-risk
INV002218,6.0,67.8,at-risk
INV002219,8.0,70.85714285714286,at-risk
INV002228,6.0,68.6,at-risk
INV002229,6.0,64.6,at-risk
INV002230,8.0,57.57142857142857,at-risk
INV002232,7.0,69.16666666666667,at-risk
INV002236,7.0,73.66666666666667,at-risk
INV002237,7.0,51.666666666666664,at-risk
INV002240,7.0,77.83333333333333,at-risk
INV002241,7.0,65.66666666666667,at-risk
INV002251,6.0,62.6,at-risk
INV002256,6.0,75.6,at-risk
INV002259,7.0,45.333333333333336,at-risk
INV002260,6.0,77.8,at-risk
INV002265,7.0,63.166666666666664,at-risk
INV002277,7.0,67.33333333333333,at-risk
INV002280,7.0,71.66666666666667,at-risk
INV002282,6.0,53.2,at-risk
INV002284,6.0,85.0,at-risk
INV002290,6.0,61.6,at-risk
INV002294,8.0,48.714285714285715,at-risk
INV002295,7.0,64.5,at-risk
INV002298,6.0,23.2,healthy
INV002304,10.0,42.55555555555556,at-risk
INV002315,7.0,71.83333333333333,at-risk
INV002319,7.0,60.0,at-risk
INV002322,6.0,63.4,at-risk
INV002327,6.0,76.4,at-risk
INV002329,7.0,57.0,at-risk
INV002342,6.0,74.2,at-risk
INV002343,9.0,57.75,at-risk
INV002347,9.0,40.5,at-risk
INV002348,6.0,94.4,at-risk
INV002349,6.0,52.2,at-risk
INV002351,6.0,77.2,at-risk
INV002357,7.0,68.33333333333333,at-risk
INV002360,9.0,56.125,at-risk
INV002361,6.0,55.4,at-risk
INV002367,7.0,52.5,at-risk
INV002368,7.0,61.166666666666664,at-risk
INV002369,6.0,60.0,at-risk
INV002370,7.0,70.16666666666667,at-risk
INV002372,6.0,95.2,at-risk
INV002373,8.0,70.14285714285714,at-risk
INV002374,6.0,21.2,healthy
INV002384,10.0,39.111111111111114,at-risk
INV002388,6.0,33.2,healthy
INV002389,10.0,50.77777777777778,at-risk
INV002390,6.0,47.0,at-risk
INV002391,6.0,40.2,at-risk
INV002395,6.0,97.0,at-risk
INV002400,9.0,55.375,at-risk
INV002401,8.0,59.142857142857146,at-risk
INV002402,7.0,47.166666666666664,at-risk
INV002407,7.0,47.833333333333336,at-risk
INV002409,8.0,55.57142857142857,at-risk
INV002413,8.0,53.0,at-risk
INV002415,8.0,57.42857142857143,at-risk
INV002417,7.0,83.33333333333333,at-risk
INV002418,6.0,91.6,at-risk
INV002420,6.0,72.8,at-risk
INV002422,10.0,50.333333333333336,at-risk
INV002429,6.0,78.6,at-risk
INV002434,6.0,88.2,at-risk
INV002437,7.0,49.166666666666664,at-risk
INV002445,8.0,38.142857142857146,at-risk
INV002453,7.0,63.0,at-risk
INV002458,6.0,72.4,at-risk
INV002459,8.0,53.714285714285715,at-risk
INV002463,6.0,95.4,at-risk
INV002464,6.0,35.4,at-risk
INV002466,7.0,80.66666666666667,at-risk
INV002467,8.0,38.857142857142854,at-risk
INV002471,6.0,56.4,at-risk
INV002475,10.0,49.666666666666664,at-risk
INV002476,6.0,86.0,at-risk
INV002485,6.0,70.4,at-risk
INV002490,8.0,70.0,at-risk
INV002495,6.0,82.2,at-risk
INV002496,6.0,53.0,at-risk
INV002497,8.0,67.28571428571429,at-risk
INV002508,9.0,51.625,at-risk
INV002509,10.0,33.666666666666664,healthy
INV002510,7.0,64.33333333333333,at-risk
INV002521,6.0,74.6,at-risk
INV002527,7.0,49.666666666666664,at-risk
INV002530,8.0,71.42857142857143,at-risk
INV002531,7.0,76.33333333333333,at-risk
INV002543,7.0,74.66666666666667,at-risk
INV002547,6.0,89.0,at-risk
INV002552,10.0,48.22222222222222,at-risk
INV002554,7.0,49.666666666666664,at-risk
INV002555,7.0,72.0,at-risk
INV002557,7.0,67.16666666666667,at-risk
INV002558,6.0,97.6,at-risk
INV002560,6.0,95.2,at-risk
INV002563,6.0,65.8,at-risk
INV002567,6.0,82.0,at-risk
INV002568,8.0,61.57142857142857,at-risk
INV002570,7.0,62.0,at-risk
INV002572,8.0,55.714285714285715,at-risk
INV002574,6.0,79.4,at-risk
INV002575,9.0,56.125,at-risk
INV002579,6.0,40.8,at-risk
INV002582,6.0,77.4,at-risk
INV002585,6.0,65.0,at-risk
INV002586,6.0,87.2,at-risk
INV002590,10.0,50.22222222222222,at-risk
INV002591,6.0,52.2,at-risk
INV002594,6.0,94.0,at-risk
INV002598,9.0,51.375,at-risk
INV002602,8.0,66.0,at-risk
INV002606,6.0,89.6,at-risk
INV002613,8.0,65.0,at-risk
INV002622,7.0,76.66666666666667,at-risk
INV002627,6.0,85.0,at-risk
INV002628,6.0,77.0,at-risk
INV002632,8.0,65.57142857142857,at-risk
INV002640,7.0,70.0,at-risk
INV002643,6.0,74.2,at-risk
INV002645,7.0,45.166666666666664,at-risk
INV002654,8.0,61.857142857142854,at-risk
INV002659,7.0,62.333333333333336,at-risk
