amfi_code,cagr,volatility,sharpe_ratio,max_drawdown,var_95,cvar_95,fund_name
119095,0.010550755924262134,0.2506658023260044,-0.1573778461588151,-0.5167775370852661,-0.02618842440959035,-0.03166729360598028,Axis Small Cap Fund - Regular - Growth
119120,0.05615925074406469,0.039670623690338705,0.1552597406116582,-0.04328728923970038,-0.003938283121850805,-0.005013693153022244,SBI Magnum Gilt Fund - Regular Plan - Growth
119551,0.2481583091667401,0.13741434141879644,1.4420496952557145,-0.15012385498645375,-0.012846228628842571,-0.01639680693408763,SBI Bluechip Fund - Regular Plan - Growth
119552,0.21186862087109115,0.13939367612717501,1.1612336037641424,-0.11803493502764328,-0.013500970479935082,-0.017335699664199813,SBI Bluechip Fund - Direct Plan - Growth
119598,0.3155417326416201,0.25140578624384674,1.0562276095907452,-0.28706005721764627,-0.0245070519056771,-0.03059526410880242,SBI Small Cap Fund - Regular Plan - Growth
119599,0.024052372519076437,0.24950125122855862,-0.10399798539348377,-0.5257422117012853,-0.02685943514961382,-0.03238412245049217,SBI Small Cap Fund - Direct Plan - Growth
120503,0.17961534180131866,0.1388443751311979,0.9335296563425168,-0.1389786282306159,-0.01355001716250348,-0.01745055416552432,ICICI Pru Bluechip Fund - Regular - Growth
120504,0.22703522023936396,0.14363780566736659,1.23251131146725,-0.1258827560692246,-0.013728193295939772,-0.017494143685606606,ICICI Pru Bluechip Fund - Direct - Growth
120505,0.32093479252422474,0.19290949406318195,1.4044658291182281,-0.18188513572116338,-0.01889178619869274,-0.02434207039551981,ICICI Pru Midcap Fund - Regular - Growth
120506,0.16426174860560927,0.15230516379673067,0.750215854520239,-0.19825658262982693,-0.014388462899080912,-0.01940489860249691,ICICI Pru Value Discovery Fund - Regular - Growth
120507,0.06963971521481649,0.0049391262595120155,3.9763541531244204,-0.0009773140045926665,-0.00022157351389344714,-0.00037258039979649643,ICICI Pru Liquid Fund - Regular - Growth
120841,0.1294051715790443,0.13463795800784448,0.5897680918067538,-0.1757361416468739,-0.013141782186804063,-0.01636273661834337,Kotak Bluechip Fund - Regular - Growth
120842,0.060588564713299986,0.17894715006571874,0.059171463247172755,-0.24003511326274685,-0.01821853045255608,-0.02272497526268088,Kotak Emerging Equity Fund - Regular - Growth
120843,0.2916681455886083,0.1588698652360926,1.521170457528061,-0.1297396816518681,-0.014507941385630474,-0.018381077688017156,Kotak Flexicap Fund - Regular - Growth
125497,0.12777196785111467,0.14705242884392453,0.5288723788007519,-0.12722248656472246,-0.015037347304627878,-0.018752821357700584,HDFC Top 100 Fund - Direct Plan - Growth
125498,0.1100714278288617,0.18352430087335778,0.3273213821983956,-0.21117279560132163,-0.018365320169601018,-0.02309379305316794,HDFC Mid-Cap Opportunities Fund - Direct - Growth
148567,0.2919805651631817,0.1419370675462035,1.7048440505818676,-0.1126572907502823,-0.01355977641751056,-0.017622879905822203,Mirae Asset Large Cap Fund - Regular - Growth
148568,0.212287331019114,0.15429144469823297,1.0518232643198047,-0.1527259422823477,-0.014711531333512795,-0.01876476958423089,Mirae Asset Emerging Bluechip Fund - Regular - Growth
148569,0.3043472654509627,0.17674006691346694,1.4391035937283692,-0.16396742946932696,-0.017118192655621135,-0.021328305810328105,Mirae Asset Tax Saver Fund - Regular - Growth
149322,0.13108719756270415,0.14353859818510503,0.5649156295795464,-0.14111986534883092,-0.014473851983792741,-0.018401747612732604,DSP Top 100 Equity Fund - Regular - Growth
149323,0.2839600073808435,0.17746159397550842,1.3183698068954144,-0.17248105753451415,-0.017882076201903473,-0.02260664210042033,DSP Midcap Fund - Regular - Growth
149324,0.3130007730097084,0.24840205005242097,1.0587705413631112,-0.3117190030063417,-0.023483069386777154,-0.03103625202188441,DSP Small Cap Fund - Regular - Growth
